date,price,sma,multiple,percentile,volAdjPercentile
2020-10-04,10587.87,8895.466760654479,1.1902549409458854,42.125579001544004,57.0766855378281
2020-10-05,10689.95,8902.24017675037,1.2008152968591057,43.28358208955223,58.4148224395265
2020-10-06,10728.67,8909.551244292226,1.2041761323508293,43.5923829130211,58.77509006690684
2020-10-07,10606.66,8917.073441400293,1.189477185129143,41.97117858980957,56.922285126093676
2020-10-08,10693.86,8923.61801065448,1.1983772991214903,42.949047864127635,58.15748841996912
2020-10-09,10954.40,8930.268707382029,1.2266594079016646,46.217189912506434,61.01389603705611
2020-10-10,11286.84,8936.821113584465,1.2629588861001448,48.91919711785898,64.38497169325785
2020-10-11,11360.36,8944.621773592075,1.2700769860866543,49.58826556870818,64.92537313432835
2020-10-12,11401.03,8952.920438546413,1.2734423902273437,49.897066392177045,65.20844055584149
2020-10-13,11479.44,8961.23203519786,1.2810108056967622,50.540401441070514,65.85177560473494
2020-10-14,11412.30,8969.950723744283,1.2722814457375535,49.79413278435409,65.0797735460628
2020-10-15,11393.74,8978.494017503795,1.2690031148639878,49.51106536284097,64.77097272259392
2020-10-16,11396.01,8987.540051750371,1.2679790426453927,49.305198147195064,64.74523932063819
2020-10-17,11339.98,8996.790106925411,1.2604477468820048,48.661863098301595,64.12763767370046
2020-10-18,11410.96,9005.995601407907,1.2670407479428376,49.2022645393721,64.6165723108595
2020-10-19,11535.90,9015.450403158287,1.279569829289071,50.3345342254246,65.54297478126608
2020-10-20,11812.64,9025.216202245047,1.3088488853849554,54.11734431291817,67.55018013381368
2020-10-21,12295.55,9035.047744672747,1.3608731888949694,61.142563046834795,70.5609881626351
2020-10-22,12897.82,9046.216905251134,1.4257698975262347,68.16778178075141,75.19300051466804
2020-10-23,12961.05,9060.043112062398,1.430572501847208,68.52804940813175,75.3731343283582
2020-10-24,13000.08,9075.145030060874,1.4324925339416636,68.83685023160062,75.39886773031395
2020-10-25,13068.17,9089.709541666658,1.437688296625333,69.4287184765826,75.60473494595985
2020-10-26,13064.43,9100.231116438346,1.4356154468991416,69.17138445702523,75.45033453422543
2020-10-27,13254.91,9110.45586015981,1.454911417546508,70.35512094698919,76.6340710241894
2020-10-28,13521.20,9120.720172754938,1.4824705474648574,71.77045805455481,78.02367472979927
2020-10-29,13289.07,9132.059984589032,1.455210280251186,70.40658775090067,76.55687081832218
2020-10-30,13417.87,9143.168282534238,1.4675296810368088,71.12712300566135,77.0972722593927
2020-10-31,13696.79,9154.790747716886,1.496134043330052,72.43952650540402,78.5640761708698
2020-11-01,13771.49,9167.271568302884,1.5022448452329222,72.74832732887288,78.71847658260423
2020-11-02,13636.15,9179.61290258751,1.4854823467363159,71.87339166237776,77.89500772002059
2020-11-03,13570.42,9191.645634512928,1.4763858049460141,71.4873906330417,77.25167267112712
2020-11-04,13839.01,9203.601842085227,1.5036513423046383,72.9027277406073,78.61554297478126
2020-11-05,14485.57,9215.891773401818,1.571803171395065,76.68553782810088,81.4462171899125
2020-11-06,15528.54,9229.988446537282,1.6824003017087097,82.88728769943387,85.74369531652084
2020-11-07,15495.35,9247.155791856916,1.6756877062050837,82.65568708183221,85.33196088522902
2020-11-08,15071.13,9264.784275114147,1.6267119032218826,80.26248069994854,83.5820895522388
2020-11-09,15391.93,9281.91653671993,1.6582701961027115,82.1152856407617,84.6371590324241
2020-11-10,15333.34,9299.87604604261,1.648767749003414,81.62635100360268,84.07102418939783
2020-11-11,15503.41,9317.599855593598,1.6638845993660774,82.39835306227484,84.3798250128667
2020-11-12,15843.81,9336.171320585989,1.6970354555367733,83.42768914050438,85.12609366958311
2020-11-13,16265.01,9355.60541191019,1.738531464173741,84.35409161091097,86.20689655172413
2020-11-14,16093.75,9376.39312499999,1.716411437556677,83.94235717961914,85.25476067936181
2020-11-15,16016.53,9396.990147260263,1.7044319391521954,83.68502316006176,84.81729284611426
2020-11-16,16189.97,9417.666860350066,1.7191057970639076,83.99382398353062,84.97169325784868
2020-11-17,16901.89,9438.739454337889,1.7906939693813249,85.22902727740608,86.8502316006176
2020-11-18,17867.07,9461.89098782343,1.8883191702252895,86.79876479670612,88.93463715903242
2020-11-19,17800.74,9488.557927130889,1.8760213688170075,86.46423057128152,88.34276891405044
2020-11-20,18192.16,9515.127672374421,1.9119197536753445,87.33916623777664,88.8574369531652
2020-11-21,18705.49,9543.195643264831,1.9600863192429405,88.36850231600619,89.68090581574884
2020-11-22,18447.37,9574.15518302891,1.9267885196143852,87.67370046320123,88.62583633556356
2020-11-23,18484.94,9604.852315449,1.924542294539672,87.57076685537828,88.21410190427174
2020-11-24,18715.07,9635.76770262556,1.942250025843292,87.9825012866701,88.3170355120947
2020-11-25,19104.83,9668.05714783104,1.9760773573551416,88.5229027277406,88.72876994338652
2020-11-26,17793.61,9700.794142313536,1.834242312773142,85.89809572825527,85.1775604734946
2020-11-27,16981.22,9729.926594558588,1.7452562935568965,84.45702521873392,82.37261966031909
2020-11-28,17148.37,9755.83793455098,1.7577545452543928,84.66289243437983,82.68142048378796
2020-11-29,17904.03,9782.073065068485,1.8302895786807878,85.82089552238806,84.74009264024704
2020-11-30,18656.51,9810.036494863003,1.9017777817864256,87.08183221821925,86.05249613998971
2020-12-01,19355.45,9840.909898972594,1.9668356865861065,88.44570252187339,87.28769943386516
2020-12-02,18922.15,9873.883095890402,1.9163834528718608,87.46783324755533,85.89809572825527
2020-12-03,19219.04,9905.679391742762,1.9402038779354378,87.90530108080287,86.23262995367988
2020-12-04,19235.35,9938.394986111105,1.9354584150876182,87.77663407102419,85.84662892434379
2020-12-05,18958.05,9971.063205098928,1.9013072529689745,87.03036541430778,84.89449305198147
2020-12-06,19120.92,10002.766581811256,1.9115627060941789,87.28769943386516,84.9202264539372
2020-12-07,19227.09,10034.538710996947,1.9160908123743046,87.44209984559959,84.84302624807
2020-12-08,19022.59,10066.691166666658,1.8896565971933832,86.82449819866186,84.09675759135358
2020-12-09,18319.60,10098.263190258744,1.8141339493909483,85.61502830674215,81.42048378795677
2020-12-10,18318.59,10128.378610350068,1.808639794763553,85.53782810087493,81.29181677817807
2020-12-11,17998.99,10158.790822298317,1.7717653807165212,84.81729284611426,79.92794647452394
2020-12-12,18314.60,10188.4639893455,1.7975818811394162,85.35769428718477,80.75141533710757
2020-12-13,19040.10,10218.865996765593,1.8632301443910806,86.33556356150282,82.29541945445187
2020-12-14,19147.08,10251.307657724497,1.8677696842157585,86.3870303654143,82.26968605249614
2020-12-15,19298.77,10284.36271385083,1.8765161686368148,86.515697375193,82.32115285640762
2020-12-16,19753.68,10317.836563165896,1.9145173536957643,87.39063304168812,83.3762223365929
2020-12-17,22234.14,10353.201377473355,2.1475620889742513,89.88677303139475,87.75090066906846
2020-12-18,22879.51,10395.855037100448,2.2008301614242076,90.27277406073082,88.3942357179619
2020-12-19,23153.49,10438.973281582943,2.217985607918813,90.42717447246525,88.41996911991765
2020-12-20,23623.08,10482.840807458135,2.253499739399923,90.71024189397838,88.70303654143078
2020-12-21,23423.95,10527.95126255707,2.2249294638778596,90.47864127637673,88.00823468862585
2020-12-22,22986.18,10572.485212709274,2.17415132259551,90.04117344312918,86.92743180648482
2020-12-23,23557.62,10614.864923706231,2.2193044876623698,90.452907874421,87.41636644364384
2020-12-24,23192.69,10659.34786643835,2.175807584212469,90.06690684508492,86.61863098301595
2020-12-25,23813.82,10703.121644786901,2.224941388471668,90.50437467833248,87.13329902213073
2020-12-26,24893.09,10748.601948630128,2.315937527872873,91.35357694287185,88.13690169840453
2020-12-27,26975.78,10797.086948249611,2.4984309030518324,92.97478126608337,90.24704065877509
2020-12-28,26900.92,10851.053197869092,2.4791067827974613,92.76891405043747,89.75810602161606
2020-12-29,26656.58,10904.684414383553,2.4445071316583675,92.56304683479156,89.1147709727226
2020-12-30,27755.49,10957.62574714611,2.532983518249428,93.12918167781781,89.83530622748327
2020-12-31,28832.87,11013.898054223737,2.617862354933008,93.56664951106536,90.50437467833248
2021-01-01,29238.22,11073.203450532716,2.6404485906052626,93.84971693257849,90.47864127637673
2021-01-02,30152.55,11133.79028938355,2.708201282328838,94.20998455995883,90.73597529593413
2021-01-03,33233.72,11196.829426179595,2.9681368491855613,96.44879053010807,92.17704580545548
2021-01-04,32251.25,11267.835012557069,2.86224015750761,95.34225424601132,91.12197632527021
2021-01-05,31740.95,11335.873753805166,2.8000445932307834,94.87905301080804,90.63304168811118
2021-01-06,34494.81,11402.32350932267,3.0252438582770713,96.91199176531138,91.76531137416366
2021-01-07,37394.67,11475.376410768635,3.2586881256575246,98.22439526505404,93.07771487390633
2021-01-08,39611.74,11555.22252454337,3.4280374678854795,98.71332990221308,93.87545033453422
2021-01-09,40299.24,11642.015040715363,3.4615344244441952,98.81626351003602,93.64384971693258
2021-01-10,40282.77,11730.94462766361,3.4338900021084795,98.73906330416881,92.9233144621719
2021-01-11,35215.07,11819.105279870615,2.9795036710113774,96.5259907359753,89.91250643335049
2021-01-12,34695.19,11893.37401997716,2.917186576608923,95.98558929490478,89.24343798250128
2021-01-13,34169.54,11966.224011034998,2.85549929573445,95.23932063818837,88.26556870818322
2021-01-14,37992.54,12036.709777777769,3.15638927070953,97.63252702007206,90.53010808028822
2021-01-15,38128.76,12116.86752321156,3.1467507481948984,97.5295934122491,90.09264024704066
2021-01-16,36781.80,12197.514112062398,3.015516489067325,96.80905815748841,88.80597014925374
2021-01-17,35678.09,12274.148605403343,2.9067667073927654,95.83118888317036,87.57076685537828
2021-01-18,36035.20,12347.543518455095,2.918410435828923,96.03705609881627,87.49356664951107
2021-01-19,36805.40,12421.891058980209,2.9629464196822903,96.37159032424087,87.59650025733401
2021-01-20,35452.89,12499.044430555552,2.836447683818995,95.16212043232115,86.28409675759136
2021-01-21,33673.92,12572.502950532722,2.6783783787473765,94.00411734431292,84.55995882655687
2021-01-22,31489.75,12640.993853691016,2.4910819977202645,92.9233144621719,81.72928461142564
2021-01-23,32601.75,12703.999136986298,2.5662589806137177,93.30931549150799,82.78435409161091
2021-01-24,32318.59,12770.409334284623,2.5307406887203983,93.10344827586206,82.08955223880598
2021-01-25,33116.42,12836.094167617954,2.5799451118332923,93.36078229541945,82.47555326814205
2021-01-26,32125.19,12903.848495243525,2.4895824423713133,92.89758106021615,81.08594956253216
2021-01-27,31450.98,12968.17139269406,2.425243662636183,92.43437982501287,80.05661348430263
2021-01-28,31329.58,13029.664168188734,2.404480824254739,92.30571281523417,79.64487905301081
2021-01-29,34748.20,13090.08539421613,2.654543591214478,93.9269171384457,82.93875450334535
2021-01-30,34085.21,13159.715703196342,2.5901177316339905,93.41224909933094,81.83221821924859
2021-01-31,33765.03,13227.398439687968,2.552658619368345,93.23211528564076,81.21461657231086
2021-02-01,33522.44,13294.249610920844,2.5215742819458518,93.0519814719506,80.7771487390633
2021-02-02,34319.45,13360.431488774722,2.5687380151399815,93.3350488934637,81.11168296448791
2021-02-03,36246.09,13428.826992960418,2.699125888086433,94.13278435409161,82.65568708183221
2021-02-04,37501.84,13502.8442241248,2.777328896192252,94.75038600102934,83.47915594441585
2021-02-05,37549.14,13580.127222983248,2.7650067934731064,94.59598558929491,83.14462171899125
2021-02-06,39349.43,13656.496823059351,2.8813707087833116,95.57385486361298,84.1739577972208
2021-02-07,39024.59,13737.539944634696,2.840725998415848,95.21358723623263,83.65928975810603
2021-02-08,40004.82,13817.643716324195,2.895198441706364,95.67678847143593,84.0452907874421
2021-02-09,46113.81,13899.751489155244,3.317599671346698,98.48172928461143,87.15903242408646
2021-02-10,46218.74,13998.767526826477,3.3016292214285645,98.35306227483274,86.82449819866186
2021-02-11,45720.26,14098.350285958897,3.242951389731918,98.17292846114256,86.12969634585693
2021-02-12,47605.95,14195.340719368334,3.353632019674766,98.58466289243438,86.77303139475039
2021-02-13,47403.06,14297.502865677314,3.315478396496504,98.45599588265569,86.25836335563561
2021-02-14,48205.89,14399.347313165898,3.347783211699316,98.55892949047865,86.30983015954709
2021-02-15,47964.74,14503.37103805174,3.307144154566369,98.37879567678847,85.71796191456511
2021-02-16,48788.03,14607.592836948239,3.33990896055985,98.5331960885229,85.76942871847658
2021-02-17,50190.58,14714.54590525113,3.4109501976528915,98.6618630983016,86.02676273803397
2021-02-18,51953.30,14825.351781012167,3.5043550738978895,98.89346371590324,86.6443643849717
2021-02-19,52336.57,14939.901462328755,3.5031401938977447,98.8677303139475,86.33556356150282
2021-02-20,56078.72,15056.855179033475,3.7244641984499287,100,87.39063304168812
2021-02-21,56765.08,15184.003750190252,3.7384791699224835,100,87.26196603190942
2021-02-22,55479.56,15313.066151826473,3.6230209660267714,98.97066392177047,86.48996397323727
2021-02-23,50317.45,15438.151988203948,3.2592925717837855,98.25012866700979,83.81369016984046
2021-02-24,49519.92,15549.174334284617,3.1847300916544836,97.73546062789501,82.88728769943387
2021-02-25,50046.19,15658.69831126331,3.196063542246574,97.83839423571796,82.83582089552239
2021-02-26,47143.90,15770.747011415515,2.989325600344301,96.60319094184251,80.85434894493052
2021-02-27,47050.94,15875.826301179597,2.963684754569533,96.3973237261966,80.36541430777149
2021-02-28,45219.86,15980.817174086751,2.8296339296919695,95.13638703036541,79.00154400411733
2021-03-01,46816.29,16080.892799086749,2.911299351515889,95.85692228512609,79.67061245496654
2021-03-02,48849.59,16185.64305764839,3.0180815289966976,96.83479155944416,80.59701492537313
2021-03-03,49784.15,16295.736871194815,3.0550410748293393,97.09212557900155,80.88008234688627
2021-03-04,49957.16,16407.94970852358,3.0446921850356663,96.98919197117858,80.62274832732888
2021-03-05,47538.69,16520.820177891925,2.877501955061961,95.52238805970148,78.87287699433865
2021-03-06,48445.15,16626.566543378984,2.913719230020971,95.90838908903757,79.20741121976326
2021-03-07,49862.38,16734.376196917798,2.979637554286172,96.55172413793103,79.69634585692229
2021-03-08,50538.70,16846.055056697096,3.000031649145171,96.62892434379825,79.79927946474524
2021-03-09,53406.07,16960.717705669696,3.1488095525994613,97.58106021616058,81.00874935666495
2021-03-10,54917.27,17085.272992199378,3.214304597465392,97.9927946474524,81.31755018013381
2021-03-11,56056.48,17214.004687975634,3.256446211286263,98.19866186309831,81.49768399382398
2021-03-12,56946.05,17346.03954090562,3.282942520083509,98.32732887287699,81.67781780751415
2021-03-13,57962.24,17482.757945015208,3.31539445902876,98.43026248069995,81.93515182707154
2021-03-14,60610.32,17627.02476617198,3.4384883343498225,98.79053010808029,82.99022130725682
2021-03-15,58111.38,17778.118674086745,3.268702188458748,98.30159547092126,81.39475038600102
2021-03-16,55357.35,17922.868779109573,3.088643197602058,97.16932578486876,79.9794132784354
2021-03-17,55835.72,18060.656483637733,3.0915663771091797,97.1950591868245,80.13381369016984
2021-03-18,58573.90,18199.297650114142,3.218470238430044,98.01852804940813,81.26608337622233
2021-03-19,58158.40,18345.25898592084,3.1702144204105958,97.68399382398353,80.90581574884199
2021-03-20,58772.05,18489.219054604248,3.1787197721539227,97.70972722593928,80.98301595470922
2021-03-21,57450.38,18632.744588089787,3.0833022175947247,97.14359238291303,80.1080802882141
2021-03-22,57289.62,18773.305352168936,3.0516531338735327,97.04065877509007,79.82501286670097
2021-03-23,54725.55,18913.2993546423,2.8934957693266883,95.65105506948018,78.38394235717962
2021-03-24,55356.58,19046.731932838647,2.9063557363176984,95.77972207925887,78.58980957282553
2021-03-25,52322.30,19180.31830308218,2.7279161757783563,94.28718476582604,76.73700463201236
2021-03-26,52856.22,19305.364857876695,2.737903303633062,94.41585177560474,76.8399382398353
2021-03-27,54919.29,19431.937339611857,2.826238321604179,95.11065362840968,77.8435409161091
2021-03-28,55968.00,19564.028121955842,2.860760401465282,95.29078744209984,78.12660833762224
2021-03-29,56533.07,19700.115970700135,2.869682105519534,95.47092125579002,78.25527534740093
2021-03-30,58150.24,19838.12405650683,2.9312367769154757,96.11425630468348,78.82141019042717
2021-03-31,58686.59,19980.517826864518,2.9371906949658957,96.1914565105507,79.02727740607308
2021-04-01,58870.82,20123.611537100438,2.925460138914027,96.08852290272773,78.84714359238292
2021-04-02,59272.65,20267.610548706223,2.92450133794634,96.062789500772,78.89861039629439
2021-04-03,59109.24,20411.74148477928,2.8958450643425104,95.7282552753474,78.66700977869274
2021-04-04,57683.17,20554.998002663604,2.806284266849609,94.95625321667525,77.81780751415337
2021-04-05,57972.29,20694.52446537289,2.801334694691927,94.90478641276377,77.7663407102419
2021-04-06,58585.44,20834.700705098916,2.8119166764307493,95.00772002058672,77.94647452393207
2021-04-07,57278.75,20976.008871575326,2.730679004026716,94.31291816778177,77.04580545548122
2021-04-08,56926.85,21112.841636796024,2.6963140099166374,94.10705095213588,76.71127123005661
2021-04-09,58125.82,21248.88459779298,2.735476502137253,94.33865156973752,77.14873906330418
2021-04-10,59690.76,21388.0931069254,2.790840870038681,94.85331960885229,77.79207411219762
2021-04-11,59699.97,21532.33423363773,2.772573039560984,94.69891919711786,77.63767370046321
2021-04-12,60054.29,21677.041643264824,2.770409829183047,94.62171899125065,77.66340710241893
2021-04-13,61633.88,21822.649141742753,2.824307660292009,95.0591868244982,78.20380854348944
2021-04-14,63575.77,21972.909306316575,2.8933704581573325,95.62532166752445,78.97581060216162
2021-04-15,62788.84,22128.24204242769,2.837497838189988,95.1878538342769,78.4354091610911
2021-04-16,62020.31,22281.55261225265,2.783482433072135,94.80185280494081,77.9722079258878
2021-04-17,61528.59,22432.70518188735,2.7428075060005375,94.46731857951622,77.58620689655173
2021-04-18,56804.03,22581.89383447487,2.5154680953065927,93.00051466803912,74.4981986618631
2021-04-19,56442.09,22718.003998668173,2.4844653833672092,92.82038085434895,74.11219763252703
2021-04-20,55438.09,22852.964548515967,2.425859701755365,92.46011322696862,73.23726196603191
2021-04-21,55787.74,22985.39229965752,2.427095557664157,92.51158003088008,73.41739577972209
2021-04-22,54268.21,23119.43216476406,2.3472987176100073,91.68811116829644,72.13072568193515
2021-04-23,50054.16,23249.03783961186,2.1529563513924406,89.91250643335049,69.60885229027276
2021-04-24,50089.45,23366.386687214595,2.1436542575477895,89.83530622748327,69.50591868244982
2021-04-25,50011.39,23483.000633751886,2.1296847351879817,89.70663921770458,69.30005146680391
2021-04-26,52199.78,23599.358447678827,2.2119152438052265,90.37570766855379,70.4323211528564
2021-04-27,54347.77,23721.591939878217,2.291067727989886,91.17344312918168,71.82192485846629
2021-04-28,54852.11,23849.396901445947,2.2999369382612493,91.27637673700463,71.97632527020073
2021-04-29,54154.81,23978.498459284605,2.2584738269792095,90.73597529593413,71.4873906330417
2021-04-30,54639.72,24104.75840506086,2.266760630533404,90.89037570766855,71.61605764282038
2021-05-01,57711.42,24230.06709570013,2.3818102092997107,92.04837879567678,73.57179619145651
2021-05-02,57034.57,24364.137927511394,2.3409230620349204,91.66237776634071,72.87699433865157
2021-05-03,57867.03,24496.14678386604,2.36229106241412,91.84251158003089,73.26299536798764
2021-05-04,55778.43,24630.06131716132,2.264648256389127,90.83890890375707,71.71899125064334
2021-05-05,55430.93,24758.86009474884,2.238832056106421,90.58157488419968,71.46165723108595
2021-05-06,57112.83,24886.28474048704,2.294952003617558,91.19917653113741,72.20792588780238
2021-05-07,56637.24,25017.804781202416,2.2638770921037934,90.81317550180134,71.87339166237776
2021-05-08,58310.43,25147.24253367578,2.3187604655846266,91.40504374678332,72.74832732887288
2021-05-09,58137.88,25279.840589421594,2.2997725561386284,91.25064333504889,72.49099330931548
2021-05-10,58165.33,25412.331316590546,2.288862293656267,91.12197632527021,72.33659289758107
2021-05-11,55705.03,25547.46448344747,2.180452262579838,90.1183736489964,70.6896551724138
2021-05-12,56478.93,25676.177542808196,2.199662734400952,90.22130725681934,71.07565620174987
2021-05-13,50523.28,25806.964695395713,1.9577381279176151,88.29130211013896,67.44724652599074
2021-05-14,50108.02,25920.835665905608,1.9331175777432208,87.72516726711271,67.13844570252188
2021-05-15,49142.28,26032.07151636223,1.8877592480149745,86.74729799279464,66.39217704580545
2021-05-16,48178.00,26140.43893378993,1.8430446149110744,86.07822954194545,65.3628409675759
2021-05-17,44549.14,26246.685390981715,1.6973245950547622,83.4534225424601,62.146165723108595
2021-05-18,44330.56,26342.52531259511,1.6828514799656515,82.93875450334535,61.6829644879053
2021-05-19,39809.69,26437.338505136966,1.505813198864689,73.05712815234175,55.09521358723624
2021-05-20,39551.01,26519.91144101977,1.4913703988318041,72.18219248584663,54.271744724652606
2021-05-21,39821.63,26601.701704718398,1.4969578470255482,72.51672671127123,54.81214616572311
2021-05-22,37242.87,26685.16603995432,1.3956395942897162,65.31137416366444,48.81626351003603
2021-05-23,35659.67,26762.245529870608,1.3324617458940926,57.05095213587236,45.23932063818837
2021-05-24,36237.69,26834.73427187974,1.3504024214192627,59.59855892949047,46.3973237261966
2021-05-25,38227.74,26908.918286910182,1.4206344341003716,67.47297992794647,51.05506948018528
2021-05-26,39108.94,26989.451202815813,1.4490455450126956,70.12352032938755,52.62480699948533
2021-05-27,38847.47,27072.294965372887,1.4349530727598265,69.11991765311373,52.0072053525476
2021-05-28,37171.17,27154.130592655994,1.3688957191305982,62.27483273288728,47.55532681420484
2021-05-29,35414.08,27230.594677701658,1.3005255772144666,53.06227483273289,44.0555841482244
2021-05-30,35228.85,27301.68764821155,1.2903543997612725,51.69840452907874,43.46371590324241
2021-05-31,35992.43,27372.220849695568,1.3149255302128402,54.91507977354606,44.647452393206386
2021-06-01,36680.34,27444.638273021294,1.336521337533364,57.51415337107566,45.90838908903757
2021-06-02,37058.12,27519.01990620242,1.346636649495517,58.98095728255275,46.57745753988677
2021-06-03,38341.15,27593.35916171992,1.3895062797038407,64.74523932063819,49.02213072568193
2021-06-04,37397.37,27672.27171385082,1.3514383152421263,59.77869274318065,46.98919197117859
2021-06-05,36865.47,27748.247612823423,1.328569200735436,56.51055069480185,45.419454451878536
2021-06-06,35912.73,27822.508286149146,1.2907798818488165,51.8013381369017,43.72104992279979
2021-06-07,36120.86,27894.497053272436,1.2949098188082402,52.31600617601647,43.952650540401436
2021-06-08,33041.29,27967.128383751886,1.1814330675785016,41.327843540916106,38.34276891405044
2021-06-09,34320.71,28030.99902929983,1.2243841394709396,46.011322696860525,40.04117344312918
2021-06-10,37038.14,28098.4434731735,1.3181564060390174,55.32681420483788,44.9305198147195
2021-06-11,36904.00,28173.152537671216,1.3098995855713285,54.246011322696866,44.62171899125064
2021-06-12,35952.67,28247.575717465737,1.272769982738854,49.84559958826557,42.64024704065877
2021-06-13,35883.33,28320.359961377453,1.2670507084554894,49.22799794132784,42.125579001544004
2021-06-14,39467.57,28392.831979452032,1.3900541610176083,64.8224395265054,49.6654657745754
2021-06-15,40232.06,28475.167925799065,1.4128823077377246,66.80391147709727,51.44107050952136
2021-06-16,39668.42,28560.105357686436,1.3889452000681768,64.66803911477098,49.76839938239836
2021-06-17,38738.46,28642.804888318096,1.352467528676496,59.907359752959344,47.32372619660319
2021-06-18,37365.91,28723.01871556315,1.3009047491964054,53.139475038600104,44.44158517756047
2021-06-19,35721.40,28799.60412918568,1.2403433608859062,47.14359238291302,40.76170869788986
