date,price,sma,multiple,percentile,volAdjPercentile
2015-10-12,247.29,272.09102872907164,0.9088377458723649,26.09366958311889,20.869788986103963
2015-10-13,247.00,271.77750342465765,0.9088360053466658,26.067936181163148,20.94698919197118
2015-10-14,250.62,271.4209785007611,0.9233557641134841,26.73700463201235,23.803396809058157
2015-10-15,254.12,271.00779109589047,0.9376795818106483,27.251672671127125,24.961399897066393
2015-10-16,258.32,270.615676369863,0.9545589323437979,27.611940298507463,26.659804426145133
2015-10-17,267.38,270.25703443683415,0.9893580486420828,28.48687596500257,28.152341739577974
2015-10-18,266.27,269.948016933029,0.9863650590651482,28.306742151312402,28.049408131755015
2015-10-19,262.62,269.6254958143075,0.9740058326547175,28.049408131755015,27.611940298507463
2015-10-20,266.18,269.2747545662101,0.9885184223243092,28.435409161091098,28.126608337622233
2015-10-21,268.74,268.950071347032,0.9992106580667885,28.950077200205865,28.924343798250128
2015-10-22,271.41,268.6323533105023,1.0103502963548912,29.516212043232116,30.056613484302623
2015-10-23,276.74,268.3204368340944,1.0313844559998622,30.725681935151826,31.85795162120432
2015-10-24,279.66,268.05711643835616,1.0433022150249331,31.446217189912506,33.01595470921256
2015-10-25,288.57,267.84280022831047,1.0773983938780372,33.582089552238806,37.21049922799794
2015-10-26,284.91,267.66948002283107,1.064400394007186,32.86155429747812,35.66649511065363
2015-10-27,290.88,267.4856337519026,1.0874659834911928,34.43129181677818,38.11116829644879
2015-10-28,300.33,267.3113915525114,1.1235382883947718,37.57076685537828,41.14770972722594
2015-10-29,307.89,267.16412499999996,1.1524231073730846,39.39783839423572,44.7246525990736
2015-10-30,322.88,267.0499326484018,1.209046155684836,44.13278435409161,52.44467318579517
2015-10-31,325.05,267.0082985159817,1.2173851758580774,45.08492022645394,52.95934122490993
2015-11-01,313.46,266.95690829528155,1.1742032400223414,40.96757591353577,46.860524961399896
2015-11-02,329.72,266.9032441019787,1.2353480523893465,46.78332475553268,54.52907874420998
2015-11-03,375.44,266.9170209284627,1.4065953336551558,66.34071024189397,66.9583118888317
2015-11-04,440.39,267.0460254946728,1.649126095880538,81.65208440555841,76.91713844570252
2015-11-05,408.59,267.35774600456625,1.528235079091865,74.34379825012867,70.76685537828101
2015-11-06,378.74,267.55843321917814,1.41552542123999,67.0869788986104,65.98044261451363
2015-11-07,381.28,267.66189421613404,1.4244709667725262,67.9619145651055,66.10910962429233
2015-11-08,384.65,267.75535292998484,1.436561693815752,69.30005146680391,66.44364384971693
2015-11-09,374.45,267.868417998478,1.397887824170924,65.54297478126608,64.05043746783325
2015-11-10,372.55,267.9391537290716,1.3904273614757396,64.87390633041689,63.43283582089553
2015-11-11,322.09,267.95983923135475,1.2020217006794567,43.43798250128667,46.96345856922285
2015-11-12,322.54,267.833894977169,1.2042655207157207,43.61811631497684,47.01492537313433
2015-11-13,332.53,267.6634785007611,1.2423409701544703,47.297992794647456,51.41533710756562
2015-11-14,333.34,267.3973698630137,1.2466021082061027,47.658260422027794,51.724137931034484
2015-11-15,330.62,267.2135388127854,1.2372818895746884,46.93772516726711,50.28306742151313
2015-11-16,320.07,267.0472773972603,1.1985590999615565,42.974781266083376,45.52238805970149
2015-11-17,333.84,266.8758141171994,1.2509116146768908,48.01852804940813,51.4668039114771
2015-11-18,334.36,266.6988786149162,1.2537128809125178,48.250128667009776,51.56973751930005
2015-11-19,332.99,266.5629461567732,1.2491949913638105,47.83839423571796,50.90066906845085
2015-11-20,321.33,266.43529718417045,1.206045626822042,43.77251672671127,45.779722079258875
2015-11-21,323.80,266.3016008371385,1.215912497058063,45.0591868244982,46.654657745753994
2015-11-22,324.54,266.2188316210046,1.2190540275186268,45.36798764796706,46.78332475553268
2015-11-23,323.12,266.1282636986301,1.21414329591136,44.85331960885229,46.24292331446217
2015-11-24,321.83,266.0325896118722,1.2097374378186745,44.209984559958826,45.49665465774576
2015-11-25,320.73,265.893946347032,1.206247427951152,43.79825012866701,45.03345342254246
2015-11-26,338.91,265.72062024353124,1.2754362906108436,50.05146680391148,52.23880597014925
2015-11-27,354.53,265.62352073820404,1.3347203742149953,57.256819351518274,57.20535254760679
2015-11-28,355.48,265.5793801369863,1.3384947168672017,57.90015440041173,57.33401955738549
2015-11-29,358.15,265.5458224885845,1.348747394158338,59.469891919711785,57.848687596500255
2015-11-30,374.10,265.4904811643836,1.4090858822816255,66.5465774575399,60.80802882141019
2015-12-01,370.67,265.4832463850837,1.3961984295197791,65.38857436953165,59.95882655687082
2015-12-02,356.59,265.4635213089802,1.3432764736166212,58.620689655172406,56.639217704580545
2015-12-03,361.86,265.40164136225263,1.3634427002719423,61.50283067421513,57.97735460627895
2015-12-04,360.29,265.3547109969558,1.357766181818084,60.57642820380854,57.436953165208436
2015-12-05,370.93,265.31274391171996,1.3981005338074268,65.56870818322183,59.315491507977356
2015-12-06,389.23,265.31322241248097,1.4670490089441162,71.04992279979413,62.84096757591353
2015-12-07,392.02,265.3531552511416,1.4773372893949202,71.53885743695317,63.04683479155945
2015-12-08,394.56,265.3980684931506,1.4866871154304262,71.95059186824498,63.22696860524961
2015-12-09,413.38,265.4598742389649,1.557223472689889,75.96500257334019,65.4915079773546
2015-12-10,414.62,265.6157246955859,1.5609886254858854,76.22233659289758,65.46577457539887
2015-12-11,426.18,265.7893084094368,1.6034674849763724,78.69274318064848,66.77817807514154
2015-12-12,436.82,265.9882136605783,1.642250346733507,81.2403499742666,67.49871332990222
2015-12-13,434.07,266.21858637747323,1.6304928438938244,80.64848172928461,67.0869788986104
2015-12-14,439.70,266.4448377092845,1.6502456877179066,81.7035512094699,67.34431291816779
2015-12-15,452.12,266.6883900304413,1.6953077291339211,83.32475553268142,68.24498198661864
2015-12-16,457.91,266.95871099695574,1.7152725330984464,83.89089037570767,68.52804940813175
2015-12-17,455.42,267.2764708904109,1.7039144840651932,83.63355635615028,68.03911477097272
2015-12-18,457.90,267.62699010654484,1.7109748735479173,83.81369016984046,68.01338136901698
2015-12-19,462.72,268.01488108828005,1.7264567893851366,84.14822439526506,68.21924858466289
2015-12-20,456.92,268.4260426179604,1.702201484911961,83.53062274832733,67.47297992794647
2015-12-21,438.20,268.7940886605783,1.6302447017063277,80.59701492537313,65.31137416366444
2015-12-22,438.27,269.10148972602735,1.628639720449719,80.51981471950592,65.05404014410705
2015-12-23,438.41,269.4065753424657,1.6273062872782238,80.39114770972724,64.87390633041689
2015-12-24,452.12,269.6971095890411,1.676386513415543,82.70715388574371,66.23777663407103
2015-12-25,454.86,270.0241719939117,1.6845220311495768,83.01595470921256,66.31497683993824
2015-12-26,439.05,270.3912220319634,1.6237678358972147,80.00514668039115,64.28203808543489
2015-12-27,418.47,270.71222355403347,1.5458150953539822,75.24446731857951,61.65723108594956
2015-12-28,424.94,270.97546879756464,1.5682013545649829,76.55687081832218,62.48069994853319
2015-12-29,422.99,271.2744691780822,1.5592740860634446,76.09366958311888,61.914565105506945
2015-12-30,429.93,271.56677321156775,1.5831514082523666,77.27740607308287,62.738033968090576
2015-12-31,425.52,271.8856893074581,1.565079717368211,76.42820380854349,61.86309830159548
2016-01-01,432.18,272.19334646118716,1.5877628084632396,77.58620689655173,62.68656716417911
2016-01-02,433.22,272.5098367579908,1.589733897880282,77.79207411219762,62.63510036026763
2016-01-03,430.65,272.83330403348543,1.5784528777177202,77.07153885743695,61.99176531137416
2016-01-04,430.81,273.1669638508371,1.5771075480078967,76.94287184765825,61.78589809572826
2016-01-05,432.99,273.5773671993911,1.5827020442731163,77.25167267112712,61.888831703551205
2016-01-06,430.68,274.01621270928456,1.5717150909008024,76.6340710241894,61.29696345856922
2016-01-07,443.29,274.4377891933028,1.615282085413557,79.3103448275862,62.815234173957805
2016-01-08,455.29,274.89393835616437,1.6562258922692024,81.98661863098302,63.638703036541436
2016-01-09,450.40,275.3829423515981,1.6355288104085337,80.85434894493052,63.17550180133814
2016-01-10,445.96,275.858549847793,1.616628140365802,79.4390118373649,62.66083376222337
2016-01-11,446.70,276.30391704718414,1.616715629242519,79.46474523932064,62.532166752444674
2016-01-12,446.37,276.76960045662094,1.612775218236941,79.23314462171899,62.3520329387545
2016-01-13,433.57,277.2552703576864,1.5637832680995882,76.35100360267627,60.087493566649506
2016-01-14,430.65,277.7659006849314,1.5504102917211446,75.52753474009263,59.62429233144621
2016-01-15,412.43,278.3777690258751,1.4815506472808668,71.71899125064334,56.999485331960884
2016-01-16,371.54,278.96406354642306,1.3318621113534133,56.999485331960884,47.426659804426144
2016-01-17,383.09,279.401130327245,1.3711213221418599,62.557900154400414,50.514668039114774
2016-01-18,382.36,279.89462823439874,1.3660726227610314,61.940298507462686,50
2016-01-19,384.09,280.38329661339424,1.369876737290659,62.37776634071024,50.59186824498199
2016-01-20,384.47,280.854950913242,1.368944079397728,62.32629953679877,50.540401441070514
2016-01-21,413.95,281.3280041856925,1.4714136344488502,71.33299022130726,56.69068450849202
2016-01-22,399.59,281.87761681887366,1.41760374022764,67.18991250643334,53.55120946989192
2016-01-23,386.83,282.3410102739726,1.3700734310304552,62.42923314462172,50.72053525476068
2016-01-24,393.15,282.7694160958904,1.3903429294489642,64.84817292846114,52.05867215645908
2016-01-25,398.23,283.2016284246575,1.406160994018709,66.31497683993824,52.90787442099846
2016-01-26,392.49,283.6122950913242,1.3839036252181853,64.15337107565621,51.74987133299022
2016-01-27,393.65,283.92746080669707,1.3864395601977073,64.38497169325785,51.87853834276891
2016-01-28,385.98,284.28810521308975,1.3576944719497779,60.5506948018528,49.38239835306227
2016-01-29,376.84,284.6379231354642,1.3239393021919534,55.995882655687076,47.09212557900154
2016-01-30,377.48,285.030324391172,1.3243500717401109,56.073082861554305,47.1950591868245
2016-01-31,377.15,285.4198099315068,1.321379121751512,55.71281523417396,47.040658775090066
2016-02-01,373.49,285.8223080289193,1.3067146403654928,53.937210499227994,46.191456510550694
2016-02-02,372.68,286.24479452054794,1.3019545349551527,53.24240864642306,45.753988677303134
2016-02-03,372.23,286.6448964992389,1.2985632478503453,52.830674215131246,45.44518785383428
2016-02-04,373.72,287.0155428082191,1.3021004085666306,53.29387545033454,45.831188883170356
2016-02-05,387.43,287.4194518645357,1.3479479409623678,59.264024704065875,48.841996911991764
2016-02-06,378.27,287.86521803652965,1.3140384753750312,54.786412763767366,46.7318579516212
2016-02-07,375.86,288.3016710426179,1.3036934976118406,53.52547606793618,46.217189912506434
2016-02-08,376.10,288.7134471080669,1.302666347667179,53.44827586206896,46.13998970663922
2016-02-09,372.67,289.1230428082191,1.2889655876545842,51.54400411734431,45.007720020586724
2016-02-10,376.49,289.5357382039573,1.3003158746553682,53.03654143077715,45.98558929490479
2016-02-11,378.68,289.9678211567731,1.3059454365215255,53.83427689140504,46.34585692228513
2016-02-12,379.32,290.3984737442921,1.306203538186965,53.86001029336078,46.44879053010808
2016-02-13,386.11,290.83594748858434,1.327577608616699,56.38188368502316,47.78692743180649
2016-02-14,395.85,291.2641866438355,1.3590925975532326,60.83376222336593,50.669068450849196
2016-02-15,402.52,291.68226769406374,1.3800090415124628,63.767370046320124,52.08440555841483
2016-02-16,400.81,292.0889977168948,1.3722178012699544,62.63510036026763,51.595470921255796
2016-02-17,411.11,292.5457821537289,1.4052836060054155,66.2892434379825,53.49974266598044
2016-02-18,419.50,293.01960597412466,1.431629411678872,68.70818322182193,55.146680391147704
2016-02-19,419.73,293.5048995433788,1.430061779349801,68.47658260422028,55.0694801852805
2016-02-20,425.31,294.0043059360729,1.446613591749495,70.07205352547606,56.073082861554305
2016-02-21,438.35,294.5006038812783,1.4884349784787183,72.07925887802368,58.31188883170355
2016-02-22,436.53,295.02899124809716,1.4796177726201831,71.6932578486876,58.00308800823469
2016-02-23,430.68,295.556170091324,1.4571760115108954,70.58672156459083,56.71641791044776
2016-02-24,419.39,296.08959931506826,1.4164373287048044,67.11271230056613,54.19454451878538
2016-02-25,422.53,296.58435026636204,1.4246541953728011,67.98764796706125,54.88934637159032
2016-02-26,422.94,297.0884716514458,1.4236224085186489,67.85898095728255,54.83787956767885
2016-02-27,430.41,297.59766552511394,1.4462675054049172,70.0205867215646,56.12454966546577
2016-02-28,428.21,298.1021946347031,1.4364702382694425,69.27431806484817,55.481214616572316
2016-02-29,435.29,298.584907153729,1.4578379293420411,70.61245496654658,56.896551724137936
2016-03-01,434.24,299.08927264079136,1.4518872076378992,70.25218733916624,56.51055069480185
2016-03-02,431.74,299.5710234018264,1.441207341853682,69.66031909418426,55.790015440041174
2016-03-03,422.59,300.00564668949755,1.408593625919443,66.49511065362842,53.83427689140504
2016-03-04,420.20,300.39848706240474,1.3987970841227508,65.64590838908903,53.165208440555844
2016-03-05,405.57,300.81082496194813,1.348250691540377,59.39269171384457,49.691199176531136
2016-03-06,403.09,301.176119482496,1.3383856341574705,57.848687596500255,48.687596500257335
2016-03-07,408.10,301.53362614155236,1.3534221602040717,59.95882655687082,50.23160061760164
2016-03-08,412.43,301.8973144977168,1.3661336604451721,61.966031909418426,51.26093669583119
2016-03-09,411.18,302.26275019025866,1.3603433133996625,61.03962943901183,50.926402470406586
2016-03-10,412.73,302.5937359208523,1.3639862018277602,61.60576428203809,51.15800308800823
2016-03-11,418.54,302.92601103500743,1.3816582039399878,63.94750386001029,52.26453937210499
2016-03-12,415.48,303.2662891933027,1.3700177802106617,62.40349974266598,51.54400411734431
2016-03-13,412.45,303.60453424657516,1.3585099863221806,60.756562017498716,50.694801852804936
2016-03-14,413.55,303.9542553272448,1.3605697731620272,61.091096242923314,50.84920226453937
2016-03-15,415.34,304.30940905631644,1.3648661029253875,61.76016469377251,51.18373648996397
2016-03-16,415.18,304.65311948249604,1.3627967390684554,61.374163664436445,51.00360267627381
2016-03-17,417.52,304.99774296042597,1.368923381576763,62.300566134843024,51.38960370560988
2016-03-18,414.35,305.3801457382037,1.3568368718439259,60.37056098816264,50.46320123520329
2016-03-19,407.12,305.8082068112631,1.3313028370903055,56.9480185280494,48.14719505918683
2016-03-20,409.15,306.2078032724503,1.3361677776577134,57.411219763252696,48.43026248069995
2016-03-21,409.05,306.6152654109587,1.3340834373460466,57.231085949562534,48.30159547092126
2016-03-22,414.05,307.02319273211543,1.3485958655071422,59.44415851775605,49.84559958826557
2016-03-23,416.36,307.42517313546404,1.3543593792925983,60.11322696860525,50.3345342254246
2016-03-24,416.38,307.85674010654463,1.3525113079483637,59.933093154915085,50.2058672156459
2016-03-25,415.44,308.3253559741245,1.3474195458189184,59.16109109624293,49.81986618630983
2016-03-26,415.89,308.78166952054767,1.3468782654430502,59.08389089037571,49.79413278435409
2016-03-27,418.21,309.240844939117,1.3523702701120752,59.881626351003604,50.36026762738034
2016-03-28,423.43,309.69969596651424,1.3672353141634792,62.146165723108595,51.621204323211536
2016-03-29,419.25,310.1831299467273,1.3516325377950635,59.85589294904786,50.41173443129182
2016-03-30,413.26,310.6620776255706,1.3302586074759528,56.71641791044776,48.327328872877
2016-03-31,414.72,311.12064459665123,1.332981474415534,57.12815234173958,48.63612969634586
2016-04-01,415.45,311.5910078006086,1.3333221118544232,57.15388574369532,48.71332990221307
2016-04-02,418.10,312.05154223744273,1.3398325243251705,58.131755018013386,49.40813175501801
2016-04-03,418.12,312.5024632800607,1.3379774533978155,57.771487390633034,49.305198147195064
2016-04-04,418.35,312.9546832191778,1.3367605872129502,57.59135357694287,49.2022645393721
2016-04-05,420.78,313.4043165905629,1.3426020938198422,58.466289243437984,49.922799794132786
2016-04-06,421.88,313.8486522070013,1.3442139045541228,58.672156459083894,50.128667009778695
2016-04-07,420.83,314.30724029680346,1.3389088638321132,58.054554812146165,49.53679876479671
2016-04-08,421.38,314.7740169330287,1.3386620845402195,57.97735460627895,49.63973237261966
2016-04-09,416.83,315.2598171613392,1.322175321146879,55.815748841996914,48.1986618630983
2016-04-10,419.03,315.7460351978689,1.3271232008544225,56.33041688111168,48.661863098301595
2016-04-11,420.42,316.24774771689476,1.329406261850987,56.587750900669064,48.89346371590324
2016-04-12,424.08,316.7515331050226,1.338830229551471,58.028821410190425,50.05146680391148
2016-04-13,424.62,317.2704798325721,1.3383404059585162,57.822954194544515,50.102933607822955
2016-04-14,423.87,317.82935787671215,1.3336469469324486,57.20535254760679,49.871332990221305
2016-04-15,426.13,318.3898007990866,1.338398059853584,57.874420998456,50.43746783324755
2016-04-16,429.75,318.9406813165904,1.3474388208538663,59.18682449819867,51.312403499742665
2016-04-17,428.50,319.501844178082,1.3411655329046355,58.31188883170355,50.95213587236233
2016-04-18,427.42,320.06588413241985,1.3354014892649406,57.30828615542974,50.61760164693773
2016-04-19,428.45,320.62150361491604,1.3363006887576045,57.436953165208436,50.74626865671642
2016-04-20,436.68,321.18193797564675,1.3595893913208343,60.93669583118888,52.496139989706634
2016-04-21,443.39,321.76227758751884,1.3780018935164844,63.51003602676274,53.73134328358209
2016-04-22,447.99,322.33219748858437,1.3898510713186383,64.79670612454966,54.65774575398867
2016-04-23,447.40,322.91752454337893,1.3854999751248274,64.30777148739062,54.40041173443129
2016-04-24,452.55,323.5066385083713,1.3989044033153606,65.67164179104478,55.35254760679362
2016-04-25,459.49,324.1188215372906,1.4176505395239967,67.21564590838909,56.79361811631498
2016-04-26,465.55,324.77336015981723,1.4334765627664336,68.96551724137932,57.92588780236747
2016-04-27,462.91,325.4457817732114,1.4223985592589274,67.7560473494596,57.411219763252696
2016-04-28,445.52,326.09688318112626,1.3662261319004203,62.04323211528564,53.65414307771488
2016-04-29,449.94,326.7027479071536,1.3772275582623763,63.355635615028305,54.45187853834277
2016-04-30,453.44,327.30570833333326,1.3853831690055651,64.28203808543489,55.172413793103445
2016-05-01,450.30,327.90297469558584,1.3732585255549898,62.78950077200206,54.374678332475554
2016-05-02,447.52,328.49750913241996,1.3623177457053806,61.29696345856922,53.75707668553783
2016-05-03,445.94,329.07335806697085,1.3551379372860435,60.24189397838394,53.37107565620175
2016-05-04,448.59,329.6397652207,1.3608613859964247,61.116829644879054,53.8085434894493
2016-05-05,447.20,330.2248162100455,1.3542339785336304,60.087493566649506,53.4740092640247
2016-05-06,450.45,330.8077931887366,1.361670821302107,61.24549665465775,54.06587750900669
2016-05-07,458.63,331.4102227929983,1.3838625033664618,64.10190427174473,55.76428203808543
2016-05-08,457.95,332.0133784246574,1.3793045678379638,63.6901698404529,55.50694801852805
2016-05-09,458.45,332.60295738203945,1.3783797896837369,63.58723623262995,55.55841482243953
2016-05-10,457.39,333.1979864916284,1.3727269661114925,62.68656716417911,55.223880597014926
2016-05-11,453.30,333.79296974885824,1.3580365575003428,60.60216160576428,54.220277920741125
2016-05-12,451.75,334.3760020928461,1.3510256499511533,59.70149253731343,53.962943901183735
2016-05-13,454.47,334.94996137747324,1.3568237287938982,60.3448275862069,54.47761194029851
2016-05-14,455.83,335.54547507610334,1.3584609256414,60.730828615542976,54.760679361811626
2016-05-15,456.12,336.14440582191764,1.3569040166805129,60.39629439011838,54.786412763767366
2016-05-16,457.03,336.74548858447474,1.3571983357158404,60.422027792074104,54.9408131755018
2016-05-17,453.94,337.35128044140015,1.3456040522687513,58.80082346886258,54.14307771487391
2016-05-18,453.90,337.94864878234387,1.3430933926134874,58.56922285126094,54.014410705095216
2016-05-19,450.99,338.55363984018254,1.3321221177228015,57.025218733916624,53.422542460113235
2016-05-20,441.68,339.1508734779299,1.3023110512032856,53.345342254246006,51.286670097786924
2016-05-21,442.13,339.7175926560121,1.3014557977373895,53.190941842511585,51.363870303654146
2016-05-22,441.88,340.2822741628614,1.2985748816213722,52.85640761708697,51.23520329387545
2016-05-23,440.30,340.8369202815829,1.2918075133430198,51.90427174472465,50.77200205867216
2016-05-24,444.05,341.3890178843226,1.3007120797157785,53.11374163664436,51.82707153885744
2016-05-25,446.89,341.95316914003035,1.3068624718780968,53.962943901183735,52.34173957797221
2016-05-26,449.46,342.5308152587519,1.3121818193023127,54.42614513638703,52.804940813175506
2016-05-27,467.76,343.1156371765601,1.3632707554164596,61.47709727225939,57.05095213587236
2016-05-28,486.41,343.7514701293759,1.414997584786862,67.00977869274318,59.933093154915085
2016-05-29,515.54,344.4382745433789,1.4967703594597803,72.49099330931548,63.71590324240864
2016-05-30,524.92,345.2097231735159,1.520579675634004,74.06073082861553,64.8224395265054
2016-05-31,533.64,346.01277929984775,1.5422461450117735,75.0386001029336,65.74884199691199
2016-06-01,532.62,346.8502633181125,1.5355773744308228,74.72979927946474,65.59444158517756
2016-06-02,536.37,347.69703462709276,1.542624922546052,75.06433350488935,66.0833762223366
2016-06-03,548.73,348.54945167427695,1.5743216800298583,76.86567164179104,67.21564590838909
2016-06-04,573.30,349.43584550989345,1.6406371524907686,81.08594956253216,69.14565105506948
2016-06-05,573.98,350.3939290334855,1.638087068095398,80.93154915079774,69.17138445702523
2016-06-06,579.68,351.3514665144596,1.6498612808029904,81.67781780751415,69.71178589809573
2016-06-07,583.16,352.324980783866,1.655170111640527,81.93515182707154,69.8919197117859
2016-06-08,577.20,353.30793645357676,1.6336972224236637,80.75141533710757,69.35151827071539
2016-06-09,578.98,354.26213565449,1.6343210218780762,80.80288214101904,69.5573854863613
2016-06-10,575.66,355.22178462709275,1.6205732350311526,79.69634585692229,69.19711785898096
2016-06-11,581.73,356.1723972602739,1.6332846319718495,80.72568193515183,69.76325270200721
2016-06-12,625.92,357.137438546423,1.7525934515816664,84.58569222851261,73.64899639732373
2016-06-13,684.10,358.2227226027397,1.9097144927868073,87.23623262995368,78.5126093669583
2016-06-14,689.72,359.4608468417046,1.9187600076120488,87.51930005146681,78.76994338651569
2016-06-15,683.79,360.7107579908676,1.8956668616267536,86.90169840452909,78.22954194544519
2016-06-16,728.41,361.9299101978691,2.0125771716456726,88.8574369531652,81.03448275862068
2016-06-17,752.28,363.2422888127853,2.0710059583182705,89.3206381883685,82.21821924858467
2016-06-18,749.20,364.62524581430733,2.0547064577195138,89.21770458054554,81.78075141533711
2016-06-19,752.87,365.9992528538811,2.057017898311005,89.24343798250128,81.85795162120432
2016-06-20,752.30,367.396161719939,2.04765585806867,89.19197117858981,81.47195059186825
2016-06-21,695.17,368.7903283866058,1.8850087233913464,86.67009778692744,77.99794132784355
2016-06-22,658.33,370.02487918569255,1.7791519520522185,84.97169325784868,74.88419969119917
2016-06-23,589.80,371.1565416666667,1.589086904817902,77.71487390633041,68.70818322182193
2016-06-24,646.65,372.10754471080674,1.7377978961321325,84.30262480699949,73.623262995368
2016-06-25,668.41,373.21800532724507,1.7909472224254601,85.25476067936181,75.86206896551724
2016-06-26,643.57,374.38773496955855,1.7190008836014645,83.96809058157488,73.00566134843027
2016-06-27,636.20,375.48136815068483,1.6943531943780556,83.24755532681421,72.2336592897581
2016-06-28,648.75,376.5402090943683,1.722918955851273,84.12249099330931,73.4945959855893
2016-06-29,634.60,377.6288230593606,1.6804934873258406,82.83582089552239,72.00205867215645
2016-06-30,645.15,378.65290372907134,1.7037926695216177,83.5820895522388,72.9027277406073
2016-07-01,672.98,379.7089646118719,1.7723519310495244,84.84302624807,75.73340195573854
2016-07-02,684.01,380.849144025875,1.7960076761118822,85.30622748327329,76.5054040144107
2016-07-03,681.76,382.025182267884,1.7846031229827848,85.1775604734946,76.24806999485332
2016-07-04,667.79,383.1911122526634,1.7427067091835473,84.40555841482244,74.67833247555326
2016-07-05,673.97,384.30343759512914,1.753737890604135,84.61142563046835,75.29593412249099
2016-07-06,672.96,385.40584493911695,1.7461021802028456,84.5084920226454,75.01286670097787
2016-07-07,650.36,386.51344063926916,1.6826414641390108,82.9130211013896,72.51672671127123
2016-07-08,641.53,387.56216229071515,1.6552884032486133,81.96088522902728,71.64179104477611
2016-07-09,651.90,388.5826430745812,1.6776257550826348,82.75862068965517,72.43952650540402
2016-07-10,646.23,389.6082644596649,1.658663373657043,82.16675244467318,71.8991250643335
2016-07-11,648.82,390.58372279299823,1.6611490441490782,82.2439526505404,71.95059186824498
2016-07-12,653.56,391.5336419330287,1.669238035320636,82.52702007205353,72.1564590838909
2016-07-13,664.05,392.5094682267884,1.6917994224867625,83.170355120947,73.13432835820896
2016-07-14,657.77,393.53176693302885,1.671458845378847,82.57848687596501,72.38805970149254
2016-07-15,662.51,394.5372520928462,1.67921106544468,82.81008749356666,72.59392691713845
2016-07-16,663.93,395.5734857305935,1.6783986388111252,82.78435409161091,72.61966031909418
2016-07-17,667.07,396.6333491248097,1.681821934889188,82.86155429747812,72.85126093669582
2016-07-18,677.89,397.69691971080664,1.7045273528160987,83.7107565620175,73.75193000514668
2016-07-19,672.12,398.79630441400303,1.6853605415004322,83.0416881111683,73.10859495625321
2016-07-20,670.81,399.8795064687975,1.677534670468175,82.73288728769943,72.8255275347401
2016-07-21,664.23,400.95214421613395,1.6566305802701466,82.0380854348945,72.05352547606793
2016-07-22,661.42,402.01332020547943,1.6452674854315166,81.39475038600102,71.79619145651056
2016-07-23,652.97,403.06612385844755,1.6200062821630081,79.64487905301081,70.8955223880597
2016-07-24,655.37,404.08548287671243,1.621865985717571,79.7735460627895,71.15285640761708
2016-07-25,657.65,405.0890795281583,1.6234632219368634,79.9794132784354,71.25579001544004
2016-07-26,652.19,406.0955966514461,1.6060122770764025,78.92434379825013,70.53525476067936
2016-07-27,653.03,407.08563926940656,1.6041674740446772,78.76994338651569,70.48378795676788
2016-07-28,654.73,408.06683028919355,1.604476259936792,78.84714359238292,70.58672156459083
2016-07-29,654.78,409.0620974124812,1.6006799557861497,78.4354091610911,70.40658775090067
2016-07-30,655.49,410.0653923135467,1.5985091065370418,78.3067421513124,70.32938754503346
2016-07-31,639.08,411.0787130898024,1.5546507252610595,75.73340195573854,69.04271744724653
2016-08-01,622.82,412.05822184170495,1.5114798718240199,73.4945959855893,67.62738033968091
2016-08-02,603.01,412.998476407915,1.460073990049656,70.76685537828101,65.80030880082347
2016-08-03,545.48,413.87638812785417,1.3179705115999318,55.2753474009264,58.2089552238806
2016-08-04,569.73,414.59404737442946,1.3741941350614586,62.89243437982501,61.811631497684
2016-08-05,570.38,415.3782498097415,1.3731505567786786,62.738033968090576,61.83736489963974
2016-08-06,571.76,416.1745340563168,1.3738513475864762,62.86670097786927,62.0174987133299
2016-08-07,589.88,416.9799535768648,1.4146540044697222,66.9583118888317,63.94750386001029
2016-08-08,589.20,417.8404530060886,1.4101087672871289,66.67524446731858,63.793103448275865
2016-08-09,586.74,418.7304492009135,1.4012430338412563,65.92897581060217,63.53576942871848
2016-08-10,588.32,419.61289497716916,1.4020506726769602,66.0833762223366,63.56150283067421
2016-08-11,592.88,420.4976453576867,1.4099454694821931,66.64951106536284,64.15337107565621
2016-08-12,586.82,421.3869122907156,1.3925923924483095,65.0797735460628,63.381369016984046
2016-08-13,585.89,422.2665291095893,1.3874983140569193,64.51363870303655,63.25270200720535
2016-08-14,576.74,423.145550799087,1.3629731910864538,61.42563046834791,62.120432321152855
2016-08-15,567.56,423.9981171993914,1.3386011682054106,57.95162120432321,60.16469377251673
2016-08-16,568.92,424.8420350076106,1.33912779550542,58.080288214101905,60.319094184251156
2016-08-17,573.71,425.69689421613424,1.3476901236416308,59.21255790015441,61.374163664436445
2016-08-18,571.95,426.56905574581464,1.3408225352347063,58.26042202779207,60.83376222336593
2016-08-19,571.73,427.4905934170475,1.3374020723721414,57.64282038085435,60.756562017498716
2016-08-20,574.13,428.4218850837142,1.3401058966263095,58.18322182192486,61.348430262480704
2016-08-21,578.80,429.35218759512964,1.3480881198610175,59.315491507977356,62.24909933093154
2016-08-22,578.65,430.3048340943686,1.3447509797096995,58.697889861039634,62.197632527020076
2016-08-23,582.09,431.25885407153754,1.3497410482874883,59.495625321667525,62.712300566134836
2016-08-24,579.23,432.24260806697134,1.3400518347563155,58.15748841996912,62.32629953679877
2016-08-25,575.01,433.2442482876715,1.3272108299324326,56.35615028306742,61.58003088008235
